,x,y
0,-2.7773945331573486,0.6065778136253357
1,-2.787750244140625,0.6133955717086792
2,-2.794145107269287,0.6177045702934265
3,-2.798569679260254,0.6213216185569763
4,-2.803323268890381,0.6251038312911987
5,-2.805324077606201,0.6273329854011536
6,-2.805607318878174,0.6288391947746277
7,-2.8034555912017822,0.6289517283439636
8,-2.8145852088928223,0.6350704431533813
9,-2.8182668685913086,0.6377571225166321
10,-2.8266794681549072,0.6427316665649414
11,-2.825383424758911,0.643153190612793
12,-2.8244707584381104,0.6435297727584839
13,-2.8240549564361572,0.644084632396698
14,-2.8300442695617676,0.6485694646835327
15,-2.842280149459839,0.6550977230072021
16,-2.8407325744628906,0.6558955311775208
17,-2.8389785289764404,0.6564528942108154
18,-2.838141441345215,0.657403826713562
19,-2.8436622619628906,0.6615889668464661
20,-2.8523733615875244,0.6670543551445007
21,-2.8626434803009033,0.6733144521713257
22,-2.8724443912506104,0.6793642044067383
23,-2.882195234298706,0.6853781342506409
24,-2.8799326419830322,0.6858564615249634
25,-2.8776979446411133,0.6862980127334595
26,-2.878511905670166,0.6880216598510742
27,-2.8739664554595947,0.6872067451477051
28,-2.8684279918670654,0.6863322854042053
29,-2.870145320892334,0.6881954073905945
30,-2.8719279766082764,0.6901949644088745
31,-2.8768301010131836,0.6936845779418945
32,-2.881399393081665,0.6970252394676208
33,-2.88547420501709,0.7000537514686584
34,-2.8914778232574463,0.7039995789527893
35,-2.8974030017852783,0.7078766822814941
36,-2.9030659198760986,0.7116320133209229
37,-2.9102070331573486,0.7159296870231628
38,-2.916990280151367,0.7209140062332153
39,-2.932156562805176,0.7294028997421265
40,-2.936505079269409,0.7324798703193665
41,-2.94099760055542,0.7364187240600586
42,-2.9475009441375732,0.740755558013916
43,-2.9522218704223633,0.7446624040603638
44,-2.957333564758301,0.7487351298332214
45,-2.9855194091796875,0.7642948627471924
46,-3.013056755065918,0.7796541452407837
47,-3.0155651569366455,0.7823054790496826
48,-3.0182301998138428,0.7850572466850281
49,-3.037364959716797,0.7962073087692261
50,-3.0543923377990723,0.8063793182373047
51,-3.056859016418457,0.8094568252563477
52,-3.064603090286255,0.814517617225647
53,-3.068345069885254,0.8179036378860474
54,-3.070521593093872,0.8202998638153076
55,-3.0648889541625977,0.8188150525093079
56,-3.0667693614959717,0.8211838603019714
57,-3.0722715854644775,0.82491135597229
58,-3.072237014770508,0.8256072998046875
59,-3.0773441791534424,0.8291126489639282
60,-3.084212303161621,0.8334058523178101
61,-3.0933635234832764,0.8388387560844421
62,-3.1022047996520996,0.8440686464309692
63,-3.1084203720092773,0.8479559421539307
64,-3.1142842769622803,0.8522481322288513
65,-3.1195859909057617,0.8560777306556702
66,-3.114147901535034,0.8544390797615051
67,-3.1201326847076416,0.8586917519569397
68,-3.12404203414917,0.8616159558296204
69,-3.129763603210449,0.8656346797943115
70,-3.1397452354431152,0.8716897964477539
71,-3.150405168533325,0.8782091736793518
72,-3.1628317832946777,0.8856586217880249
73,-3.165834903717041,0.8877817988395691
74,-3.175611972808838,0.8942025303840637
75,-3.179189443588257,0.8968135118484497
76,-3.184063196182251,0.9001208543777466
77,-3.2011876106262207,0.9105185270309448
78,-3.222093343734741,0.8805404305458069
79,-3.229649782180786,0.892118513584137
80,-3.2359108924865723,0.907095730304718
81,-3.241854667663574,0.9161992073059082
82,-3.241168975830078,0.9246402978897095
83,-3.246582269668579,0.9366064667701721
84,-3.250878095626831,0.9477213621139526
85,-3.2597436904907227,0.9615684747695923
86,-3.2696094512939453,0.9756101369857788
87,-3.2759101390838623,0.9885413646697998
88,-3.282519817352295,1.0013474225997925
89,-3.29333758354187,1.0030089616775513
90,-3.3045451641082764,1.0052931308746338
91,-3.3042421340942383,0.999537467956543
92,-3.316427707672119,1.0022510290145874
93,-3.3364579677581787,1.010394811630249
94,-3.339560031890869,1.006575584411621
95,-3.3430583477020264,1.0037095546722412
96,-3.360058069229126,1.0104601383209229
97,-3.3633649349212646,1.0081391334533691
98,-3.3890528678894043,1.0214636325836182
99,-3.3910086154937744,1.018728494644165
100,-3.393472194671631,1.0164265632629395
101,-3.406109571456909,1.0206458568572998
102,-3.424927234649658,1.0290559530258179
103,-3.4419829845428467,1.0373897552490234
104,-3.458468437194824,1.0449185371398926
105,-3.4602601528167725,1.0418955087661743
106,-3.462207078933716,1.0394601821899414
107,-3.4767303466796875,1.0454484224319458
108,-3.488809585571289,1.049996256828308
109,-3.5010688304901123,1.054662823677063
110,-3.512986660003662,1.0595842599868774
111,-3.524775505065918,1.0644497871398926
112,-3.5313668251037598,1.0658371448516846
113,-3.538398265838623,1.0681052207946777
114,-3.5481574535369873,1.072068452835083
115,-3.561363697052002,1.0796173810958862
116,-3.567171335220337,1.0813568830490112
117,-3.571909189224243,1.0828710794448853
118,-3.5797321796417236,1.0869449377059937
119,-3.5896222591400146,1.0923658609390259
120,-3.604159116744995,1.1008596420288086
121,-3.619382619857788,1.1099169254302979
122,-3.639960527420044,1.1229445934295654
123,-3.6558003425598145,1.1325657367706299
124,-3.669694423675537,1.1405858993530273
125,-3.6742024421691895,1.142821192741394
126,-3.68593168258667,1.1505014896392822
127,-3.6940786838531494,1.1552212238311768
128,-3.699506998062134,1.1577790975570679
129,-3.712282419204712,1.1657676696777344
130,-3.7186808586120605,1.169357180595398
131,-3.7243165969848633,1.1726335287094116
132,-3.7257285118103027,1.1736711263656616
133,-3.7237675189971924,1.171984314918518
134,-3.7200911045074463,1.16884183883667
135,-3.720299482345581,1.1686811447143555
136,-3.723766565322876,1.171412467956543
137,-3.7269036769866943,1.1739270687103271
138,-3.7293496131896973,1.175930380821228
139,-3.730304479598999,1.1769375801086426
140,-3.7313385009765625,1.1779747009277344
141,-3.728649377822876,1.1760908365249634
142,-3.7262942790985107,1.1746186017990112
143,-3.7281134128570557,1.1760444641113281
144,-3.7253637313842773,1.1747068166732788
145,-3.7281460762023926,1.1772592067718506
146,-3.730198860168457,1.1793057918548584
147,-3.7325022220611572,1.181523084640503
148,-3.7306621074676514,1.1805020570755005
149,-3.7314791679382324,1.1820522546768188
150,-3.730949878692627,1.1824989318847656
151,-3.7295923233032227,1.1821259260177612
152,-3.7279186248779297,1.1816240549087524
153,-3.725874662399292,1.1808582544326782
154,-3.725668430328369,1.1812852621078491
155,-3.7255234718322754,1.1817924976348877
156,-3.7299206256866455,1.1856129169464111
157,-3.7310972213745117,1.1880096197128296
158,-3.7278952598571777,1.187144160270691
159,-3.7313311100006104,1.1908516883850098
160,-3.734509229660034,1.1943954229354858
161,-3.740612506866455,1.1998820304870605
162,-3.752537250518799,1.2097804546356201
163,-3.754276752471924,1.2120230197906494
164,-3.7584424018859863,1.2160613536834717
165,-3.7689223289489746,1.2245885133743286
166,-3.777338743209839,1.231690526008606
167,-3.7900636196136475,1.2422317266464233
168,-3.805924654006958,1.2549530267715454
169,-3.8181862831115723,1.2651069164276123
170,-3.8334338665008545,1.2772722244262695
171,-3.843388319015503,1.2857881784439087
172,-3.8610544204711914,1.2996407747268677
173,-3.872870922088623,1.309351921081543
174,-3.9121174812316895,1.339005708694458
175,-3.953484058380127,1.370289921760559
176,-3.983649492263794,1.3916809558868408
